swing_id,event_a,event_b,overlap_bars
657,break_retest_B,breakout_A,0
657,break_retest_B,fib_rejection_C,0
657,break_retest_B,m1_structure_break_D,12
657,break_retest_B,momentum_E,5
657,fib_rejection_C,m1_structure_break_D,0
657,fib_rejection_C,momentum_E,0
657,m1_structure_break_D,momentum_E,49
659,breakout_A,fib_rejection_C,0
659,breakout_A,m1_structure_break_D,2
659,breakout_A,momentum_E,2
659,break_retest_B,breakout_A,0
659,break_retest_B,fib_rejection_C,0
659,break_retest_B,m1_structure_break_D,0
659,break_retest_B,momentum_E,0
659,fib_rejection_C,m1_structure_break_D,0
659,fib_rejection_C,momentum_E,0
659,m1_structure_break_D,momentum_E,3
667,breakout_A,fib_rejection_C,2
667,breakout_A,m1_structure_break_D,75
667,breakout_A,momentum_E,25
667,break_retest_B,breakout_A,0
667,break_retest_B,fib_rejection_C,0
667,break_retest_B,m1_structure_break_D,6
667,break_retest_B,momentum_E,2
667,fib_rejection_C,m1_structure_break_D,4
667,fib_rejection_C,momentum_E,2
667,m1_structure_break_D,momentum_E,69
671,breakout_A,fib_rejection_C,3
671,breakout_A,m1_structure_break_D,50
671,breakout_A,momentum_E,23
671,break_retest_B,breakout_A,0
671,break_retest_B,fib_rejection_C,4
671,break_retest_B,m1_structure_break_D,7
671,break_retest_B,momentum_E,3
671,fib_rejection_C,m1_structure_break_D,15
671,fib_rejection_C,momentum_E,4
671,m1_structure_break_D,momentum_E,43
673,breakout_A,fib_rejection_C,3
673,breakout_A,m1_structure_break_D,33
673,breakout_A,momentum_E,12
673,break_retest_B,breakout_A,0
673,break_retest_B,fib_rejection_C,2
673,break_retest_B,m1_structure_break_D,2
673,break_retest_B,momentum_E,1
673,fib_rejection_C,m1_structure_break_D,4
673,fib_rejection_C,momentum_E,3
673,m1_structure_break_D,momentum_E,23
679,breakout_A,fib_rejection_C,4
679,breakout_A,m1_structure_break_D,32
679,breakout_A,momentum_E,14
679,break_retest_B,breakout_A,0
679,break_retest_B,fib_rejection_C,0
679,break_retest_B,m1_structure_break_D,1
679,break_retest_B,momentum_E,0
679,fib_rejection_C,m1_structure_break_D,7
679,fib_rejection_C,momentum_E,2
679,m1_structure_break_D,momentum_E,24
687,breakout_A,fib_rejection_C,5
687,breakout_A,m1_structure_break_D,28
687,breakout_A,momentum_E,10
687,break_retest_B,breakout_A,0
687,break_retest_B,fib_rejection_C,1
687,break_retest_B,m1_structure_break_D,6
687,break_retest_B,momentum_E,1
687,fib_rejection_C,m1_structure_break_D,8
687,fib_rejection_C,momentum_E,4
687,m1_structure_break_D,momentum_E,23
691,breakout_A,fib_rejection_C,1
691,breakout_A,m1_structure_break_D,5
691,breakout_A,momentum_E,3
691,break_retest_B,breakout_A,0
691,break_retest_B,fib_rejection_C,3
691,break_retest_B,m1_structure_break_D,0
691,break_retest_B,momentum_E,0
691,fib_rejection_C,m1_structure_break_D,1
691,fib_rejection_C,momentum_E,1
691,m1_structure_break_D,momentum_E,8
701,breakout_A,fib_rejection_C,5
701,breakout_A,m1_structure_break_D,73
701,breakout_A,momentum_E,26
701,break_retest_B,breakout_A,0
701,break_retest_B,fib_rejection_C,7
701,break_retest_B,m1_structure_break_D,13
701,break_retest_B,momentum_E,4
701,fib_rejection_C,m1_structure_break_D,14
701,fib_rejection_C,momentum_E,4
701,m1_structure_break_D,momentum_E,49
703,breakout_A,fib_rejection_C,0
703,breakout_A,m1_structure_break_D,31
703,breakout_A,momentum_E,13
703,break_retest_B,breakout_A,0
703,break_retest_B,fib_rejection_C,2
703,break_retest_B,m1_structure_break_D,3
703,break_retest_B,momentum_E,1
703,fib_rejection_C,m1_structure_break_D,3
703,fib_rejection_C,momentum_E,0
703,m1_structure_break_D,momentum_E,23
707,breakout_A,fib_rejection_C,4
707,breakout_A,m1_structure_break_D,35
707,breakout_A,momentum_E,14
707,break_retest_B,breakout_A,0
707,break_retest_B,fib_rejection_C,4
707,break_retest_B,m1_structure_break_D,4
707,break_retest_B,momentum_E,4
707,fib_rejection_C,m1_structure_break_D,7
707,fib_rejection_C,momentum_E,0
707,m1_structure_break_D,momentum_E,23
709,breakout_A,fib_rejection_C,0
709,breakout_A,m1_structure_break_D,1
709,breakout_A,momentum_E,1
709,break_retest_B,breakout_A,0
709,break_retest_B,fib_rejection_C,0
709,break_retest_B,m1_structure_break_D,0
709,break_retest_B,momentum_E,0
709,fib_rejection_C,m1_structure_break_D,0
709,fib_rejection_C,momentum_E,0
709,m1_structure_break_D,momentum_E,3
713,breakout_A,fib_rejection_C,3
713,breakout_A,m1_structure_break_D,17
713,breakout_A,momentum_E,9
713,break_retest_B,breakout_A,0
713,break_retest_B,fib_rejection_C,0
713,break_retest_B,m1_structure_break_D,2
713,break_retest_B,momentum_E,0
713,fib_rejection_C,m1_structure_break_D,4
713,fib_rejection_C,momentum_E,3
713,m1_structure_break_D,momentum_E,13
717,breakout_A,fib_rejection_C,0
717,breakout_A,m1_structure_break_D,36
717,breakout_A,momentum_E,12
717,break_retest_B,breakout_A,0
717,break_retest_B,fib_rejection_C,0
717,break_retest_B,m1_structure_break_D,2
717,break_retest_B,momentum_E,4
717,fib_rejection_C,m1_structure_break_D,1
717,fib_rejection_C,momentum_E,1
717,m1_structure_break_D,momentum_E,25
723,breakout_A,fib_rejection_C,4
723,breakout_A,m1_structure_break_D,43
723,breakout_A,momentum_E,16
723,break_retest_B,breakout_A,0
723,break_retest_B,fib_rejection_C,1
723,break_retest_B,m1_structure_break_D,8
723,break_retest_B,momentum_E,3
723,fib_rejection_C,m1_structure_break_D,8
723,fib_rejection_C,momentum_E,0
723,m1_structure_break_D,momentum_E,29
725,breakout_A,fib_rejection_C,3
725,breakout_A,m1_structure_break_D,11
725,breakout_A,momentum_E,8
725,break_retest_B,breakout_A,0
725,break_retest_B,fib_rejection_C,1
725,break_retest_B,m1_structure_break_D,1
725,break_retest_B,momentum_E,0
725,fib_rejection_C,m1_structure_break_D,4
725,fib_rejection_C,momentum_E,2
725,m1_structure_break_D,momentum_E,11
727,breakout_A,fib_rejection_C,6
727,breakout_A,m1_structure_break_D,47
727,breakout_A,momentum_E,16
727,break_retest_B,breakout_A,0
727,break_retest_B,fib_rejection_C,4
727,break_retest_B,m1_structure_break_D,11
727,break_retest_B,momentum_E,4
727,fib_rejection_C,m1_structure_break_D,16
727,fib_rejection_C,momentum_E,6
727,m1_structure_break_D,momentum_E,30
