depth,deviation,backstep,pivot_count,swing_count,median_swing_pips,median_bars,median_efficiency,mean_efficiency,deviation_pips,robustness_score,depth_distance,deviation_distance,backstep_distance
325,50,60,790,789,34.79999999999927,378.0,0.12149949793595684,0.14722943293322313,5.0,0.9546272498807974,25,100,20
325,75,60,790,789,34.79999999999927,378.0,0.12149949793595684,0.14722943293322313,7.5,0.9546272498807974,25,75,20
325,100,60,790,789,34.79999999999927,378.0,0.12149949793595684,0.14722943293322313,10.0,0.9546272498807974,25,50,20
325,125,60,790,789,34.79999999999927,378.0,0.12149949793595684,0.14722943293322313,12.5,0.9546272498807974,25,25,20
325,150,60,790,789,34.79999999999927,378.0,0.12149949793595684,0.14722943293322313,15.0,0.9546272498807974,25,0,20
325,175,60,790,789,34.79999999999927,378.0,0.12149949793595684,0.14722943293322313,17.5,0.9546272498807974,25,25,20
325,200,60,790,789,34.79999999999927,378.0,0.12149949793595684,0.14722943293322313,20.0,0.9546272498807974,25,50,20
325,225,60,790,789,34.79999999999927,378.0,0.12149949793595684,0.14722943293322313,22.5,0.9546272498807974,25,75,20
325,250,60,790,789,34.79999999999927,378.0,0.12149949793595684,0.14722943293322313,25.0,0.9546272498807974,25,100,20
325,25,40,794,793,34.600000000000186,378.0,0.12172489082970377,0.14859962283009678,2.5,0.9515481907224455,25,125,0
325,50,40,794,793,34.600000000000186,378.0,0.12172489082970377,0.14859962283009678,5.0,0.9515481907224455,25,100,0
325,75,40,794,793,34.600000000000186,378.0,0.12172489082970377,0.14859962283009678,7.5,0.9515481907224455,25,75,0
325,100,40,794,793,34.600000000000186,378.0,0.12172489082970377,0.14859962283009678,10.0,0.9515481907224455,25,50,0
325,125,40,794,793,34.600000000000186,378.0,0.12172489082970377,0.14859962283009678,12.5,0.9515481907224455,25,25,0
325,150,40,794,793,34.600000000000186,378.0,0.12172489082970377,0.14859962283009678,15.0,0.9515481907224455,25,0,0
325,175,40,794,793,34.600000000000186,378.0,0.12172489082970377,0.14859962283009678,17.5,0.9515481907224455,25,25,0
325,200,40,794,793,34.600000000000186,378.0,0.12172489082970377,0.14859962283009678,20.0,0.9515481907224455,25,50,0
325,225,40,794,793,34.600000000000186,378.0,0.12172489082970377,0.14859962283009678,22.5,0.9515481907224455,25,75,0
