period,depth,deviation,backstep,pivot_count,swing_count,median_swing_pips,median_bars,median_efficiency,mean_efficiency,deviation_pips
2026-06,350,150,40,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,15.0
2026-06,350,175,20,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,17.5
2026-06,350,175,40,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,17.5
2026-06,350,25,20,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,2.5
2026-06,350,25,40,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,2.5
2026-06,350,50,20,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,5.0
2026-06,350,50,40,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,5.0
2026-06,350,75,80,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,7.5
2026-06,350,125,80,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,12.5
2026-06,350,150,80,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,15.0
2026-06,350,175,80,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,17.5
2026-06,350,50,80,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,5.0
2026-06,350,100,80,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,10.0
2026-06,350,200,80,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,20.0
2026-06,350,225,80,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,22.5
2026-06,350,250,80,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,25.0
2026-06,350,25,80,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,2.5
2026-06,350,100,60,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,10.0
2026-06,350,75,60,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,7.5
2026-06,350,50,60,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,5.0
