swing_id,direction,trend,swing_pips,bars,swing_trend_aligned,prior_direction,prior_swing_pips,prior_bars,current_end_retracement_pct,current_end_fib_zone,reversal_pct,reversal_fib_zone
413,DOWN,DOWN,59.8999999999994,431,True,UP,45.80000000000028,198.0,130.78602620087122,127.2-161.8,130.78602620087122,127.2-161.8
415,DOWN,DOWN,78.09999999999873,648,True,UP,33.39999999999898,269.0,233.8323353293446,200.0-261.8,233.8323353293446,200-261.8
417,DOWN,DOWN,20.300000000001983,201,True,UP,24.399999999999977,347.0,83.19672131148361,78.6-100.0,83.19672131148361,78.6-100
420,UP,UP,169.6999999999993,1674,True,DOWN,33.199999999999896,571.0,511.1445783132525,>=423.6,511.1445783132525,>=423.6
423,DOWN,DOWN,96.49999999999936,603,True,UP,29.200000000000337,368.0,330.47945205478857,261.8-361.8,330.47945205478857,261.8-361.8
426,UP,UP,13.400000000001189,171,True,DOWN,32.300000000000665,386.0,41.48606811145794,38.2-50.0,41.48606811145794,38.2-50
428,UP,UP,19.599999999999618,327,True,DOWN,15.600000000000058,312.0,125.64102564102274,100.0-127.2,125.64102564102274,100-127.2
429,DOWN,DOWN,35.09999999999902,536,True,UP,19.599999999999618,327.0,179.08163265305973,161.8-200.0,179.08163265305973,161.8-200
431,DOWN,DOWN,24.999999999999467,104,True,UP,15.999999999998238,13.0,156.25000000001387,127.2-161.8,156.25000000001387,127.2-161.8
432,UP,UP,66.50000000000045,984,True,DOWN,24.999999999999467,104.0,266.0000000000075,261.8-361.8,266.0000000000075,261.8-361.8
433,DOWN,DOWN,47.39999999999967,690,True,UP,66.50000000000045,984.0,71.27819548872083,61.8-78.6,71.27819548872083,61.8-78.6
434,UP,UP,197.7999999999991,2093,True,DOWN,47.39999999999967,690.0,417.2995780590728,361.8-423.6,417.2995780590728,361.8-423.6
437,DOWN,DOWN,46.10000000000003,862,True,UP,80.0999999999985,1355.0,57.55305867665529,50.0-61.8,57.55305867665529,50-61.8
438,UP,UP,61.9000000000014,440,True,DOWN,46.10000000000003,862.0,134.2733188720203,127.2-161.8,134.2733188720203,127.2-161.8
441,DOWN,DOWN,17.000000000000348,36,True,UP,31.000000000001027,406.0,54.83870967741866,50.0-61.8,54.83870967741866,50-61.8
442,UP,UP,133.30000000000064,1927,True,DOWN,17.000000000000348,36.0,784.1176470588113,>=423.6,784.1176470588113,>=423.6
445,DOWN,DOWN,27.400000000001867,267,True,UP,20.500000000001076,214.0,133.65853658536798,127.2-161.8,133.65853658536798,127.2-161.8
446,UP,UP,52.00000000000094,971,True,DOWN,27.400000000001867,267.0,189.7810218978007,161.8-200.0,189.7810218978007,161.8-200
447,DOWN,DOWN,57.000000000000384,651,True,UP,52.00000000000094,971.0,109.61538461538338,100.0-127.2,109.61538461538338,100-127.2
448,UP,UP,82.2999999999996,1388,True,DOWN,57.000000000000384,651.0,144.385964912279,127.2-161.8,144.385964912279,127.2-161.8
450,UP,UP,61.99999999999983,1497,True,DOWN,120.29999999999986,526.0,51.53782211138813,50.0-61.8,51.53782211138813,50-61.8
451,DOWN,DOWN,36.79999999999906,818,True,UP,61.99999999999983,1497.0,59.35483870967606,50.0-61.8,59.35483870967606,50-61.8
453,DOWN,DOWN,56.89999999999973,301,True,UP,21.9999999999998,123.0,258.6363636363648,200.0-261.8,258.6363636363648,200-261.8
455,DOWN,DOWN,70.40000000000157,1125,True,UP,43.50000000000076,576.0,161.8390804597709,161.8-200.0,161.8390804597709,161.8-200
